Object ID,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population,Total Population - Margin of Error,"White alone, not Hispanic or Latino Population","White alone, not Hispanic or Latino Population - Margin of Error","Black or African American Alone, Not Hispanic or Latino Population","Black or African American Alone, Not Hispanic or Latino Population - Margin of Error","American Indian and Alaska Native Alone, Not Hispanic or Latino Population","American Indian and Alaska Native Alone, Not Hispanic or Latino Population - Margin of Error","Asian Alone, Not Hispanic or Latino Population","Asian Alone, Not Hispanic or Latino Population - Margin of Error","Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino Population","Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino Population - Margin of Error","Some Other Race Alone, Not Hispanic or Latino Population","Some Other Race Alone, Not Hispanic or Latino Population - Margin of Error","Two or More Races, Not Hispanic or Latino Population","Two or More Races, Not Hispanic or Latino Population - Margin of Error",Hispanic or Latino Population,Hispanic or Latino Population - Margin of Error,"Percent of Population that is White alone, not Hispanic or Latino","Percent of Population that is White alone, not Hispanic or Latino - Margin of Error","Percent of Population that is Black or African American Alone, Not Hispanic or Latino","Percent of Population that is Black or African American Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is American Indian and Alaska Native Alone, Not Hispanic or Latino","Percent of Population that is American Indian and Alaska Native Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Asian Alone, Not Hispanic or Latino","Percent of Population that is Asian Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino","Percent of Population that is Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Some Other Race Alone, Not Hispanic or Latino","Percent of Population that is Some Other Race Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Two or More Races, Not Hispanic or Latino","Percent of Population that is Two or More Races, Not Hispanic or Latino - Margin of Error",Percent of Population that is Hispanic or Latino,Percent of Population that is Hispanic or Latino - Margin of Error,Population that is not Hispanic or Latino,Population that is not Hispanic or Latino - Margin of Error,"Two races including some other race, not Hispanic or Latino","Two races including some other race, not Hispanic or Latino - Margin of Error","Two races excluding some other race, and three or more races, not Hispanic or Latino","Two races excluding some other race, and three or more races, not Hispanic or Latino - Margin of Error","White alone, Hispanic or Latino","White alone, Hispanic or Latino - Margin of Error","Black or African American alone, Hispanic or Latino","Black or African American alone, Hispanic or Latino - Margin of Error","American Indian and Alaska Native alone, Hispanic or Latino","American Indian and Alaska Native alone, Hispanic or Latino - Margin of Error","Asian alone, Hispanic or Latino","Asian alone, Hispanic or Latino - Margin of Error","Native Hawaiian and Other Pacific Islander alone, Hispanic or Latino","Native Hawaiian and Other Pacific Islander alone, Hispanic or Latino - Margin of Error","Some other race alone, Hispanic or Latino","Some other race alone, Hispanic or Latino - Margin of Error","Two or more races, Hispanic or Latino","Two or more races, Hispanic or Latino - Margin of Error","Two races including some other race, Hispanic or Latino","Two races including some other race, Hispanic or Latino - Margin of Error","Two races excluding some other race, and three or more races, Hispanic or Latino","Two races excluding some other race, and three or more races, Hispanic or Latino - Margin of Error",Shape__Area,Shape__Length,Place Name,Place FIPS
153,39035135105,15412949,38147,Census Tract 1351.05,Ohio,Cuyahoga County,5148,446,4471,433,123,112,0,17,370,209,0,17,0,17,177,152,7,48,86.8,3.75916804410663,2.4,2.16573250815853,0,0.33022533022533,7.2,4.01179402177878,0,0.33022533022533,0,0.33022533022533,3.4,2.93753909058006,0.1,0.932326511267157,5141,452,30,53,147,138,5,35,0,17,0,17,0,17,0,17,0,17,2,12,2,12,0,17,27397689.3476563,22282.5832892833,Brecksville city,08364
154,39035135106,21504848,161547,Census Tract 1351.06,Ohio,Cuyahoga County,1827,365,1685,355,0,12,0,12,67,68,0,12,0,12,61,68,14,19,92.2,6.16936419262427,0,0.656814449917898,0,0.656814449917898,3.7,3.64912863141343,0,0.656814449917898,0,0.656814449917898,3.3,3.66168970520957,0.8,1.02862660923901,1813,366,0,12,61,68,8,11,0,12,0,12,0,12,0,12,0,12,6,9,6,9,0,12,38204429.9101563,28331.2859183729,Brecksville city,08364
155,39035136101,7124443,26436,Census Tract 1361.01,Ohio,Cuyahoga County,6377,570,5838,575,38,47,0,17,221,164,0,17,0,17,114,101,166,146,91.5,3.78718905476894,0.6,0.735096562423094,0,0.266583032774032,3.5,2.55301835460182,0,0.266583032774032,0,0.266583032774032,1.8,1.57573578510216,2.6,2.27762395807068,6211,564,75,90,39,52,108,140,0,17,0,17,0,17,0,17,0,17,58,55,58,55,0,17,12694534.1484375,15771.9555321819,Broadview Heights city,09064
156,39035136103,12725956,4868,Census Tract 1361.03,Ohio,Cuyahoga County,6095,559,5428,584,56,74,0,17,254,217,0,17,14,23,287,197,56,57,89.1,5.0094743931864,0.9,1.21118213035426,0,0.278917145200984,4.2,3.53972046375213,0,0.278917145200984,0.2,0.376770000008616,4.7,3.20317596253692,0.9,0.931388628684125,6039,561,38,47,249,182,38,49,0,17,0,17,0,17,0,17,18,29,0,17,0,17,0,17,22599169.9960938,21824.32399004,Broadview Heights city,09064
157,39035137101,5174480,79516,Census Tract 1371.01,Ohio,Cuyahoga County,2475,322,1240,282,499,213,0,12,155,133,0,12,69,109,107,77,405,284,50.1,9.3453211655479,20.2,8.19657889262809,0,0.484848484848485,6.3,5.31160961352611,0,0.484848484848485,2.8,4.38907921430561,4.3,3.05984551736646,16.4,11.275526830904,2070,310,9,15,98,75,46,44,6,12,0,12,0,12,0,12,306,288,47,55,47,55,0,12,9357355.390625,21646.8588726608,Brooklyn city,09246
158,39035137102,2716057,0,Census Tract 1371.02,Ohio,Cuyahoga County,4204,452,2818,363,295,258,0,12,198,159,0,12,0,12,426,284,467,221,67,4.75564638911531,7,6.09046090450377,0,0.285442435775452,4.7,3.74805957552709,0,0.285442435775452,0,0.285442435775452,10.1,6.66703855853967,11.1,5.11942554736563,3737,500,36,58,390,280,175,123,0,12,0,12,0,12,0,12,166,171,126,125,74,103,52,70,4836351.9453125,9984.37518594771,Brooklyn city,09246
159,39035137103,3119995,1171,Census Tract 1371.03,Ohio,Cuyahoga County,4580,439,2721,435,404,330,0,12,525,298,0,12,8,14,216,115,706,202,59.4,7.60133000312252,8.8,7.1554602498828,0,0.262008733624454,11.5,6.41310982691425,0,0.262008733624454,0.2,0.305217995433699,4.7,2.46988953997968,15.4,4.15562538369197,3874,440,0,12,216,115,413,164,9,14,8,13,0,12,0,12,262,171,14,22,14,22,0,12,5556049.76953125,10679.0012266972,Brooklyn city,09246
160,39035138105,4004637,0,Census Tract 1381.05,Ohio,Cuyahoga County,1359,330,693,95,412,330,0,12,23,31,0,12,0,12,124,98,107,65,51,14.2194381869483,30.3,23.1397837777322,0,0.883002207505519,1.7,2.24376391241067,0,0.883002207505519,0,0.883002207505519,9.1,6.86237424510247,7.9,4.38419340646135,1252,333,0,12,124,98,107,65,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7124179.1953125,27494.6182279818,Brook Park city,09288
161,39035138106,2535697,0,Census Tract 1381.06,Ohio,Cuyahoga County,2859,262,2255,279,79,53,11,17,0,12,0,12,0,12,231,103,283,174,78.9,6.55645233661482,2.8,1.83641908243578,0.4,0.593567219039845,0,0.419727177334732,0,0.419727177334732,0,0.419727177334732,8.1,3.52574922999871,9.9,6.01806330366972,2576,270,134,131,97,104,259,170,8,12,7,12,0,12,0,12,0,12,9,15,9,15,0,12,4509676.3203125,9969.01860701168,Brook Park city,09288
162,39035138107,2171501,0,Census Tract 1381.07,Ohio,Cuyahoga County,1991,203,1646,245,211,193,0,12,0,12,1,3,0,12,12,17,121,74,82.7,8.96503240142054,10.6,9.63321095735163,0,0.60271220492215,0,0.60271220492215,0.1,0.150591004490828,0,0.60271220492215,0.6,0.851628046912909,6.1,3.66470925738512,1870,213,0,12,12,17,49,33,0,12,0,12,0,12,0,12,45,57,27,28,0,12,27,28,3863966.1796875,9206.10411892124,Brook Park city,09288
163,39035138108,1619616,0,Census Tract 1381.08,Ohio,Cuyahoga County,4011,621,3567,675,43,63,26,33,59,51,0,12,0,12,32,49,284,159,88.9,9.67635531788289,1.1,1.56188616938284,0.6,0.816593452005315,1.5,1.25094186401489,0,0.299177262528048,0,0.299177262528048,0.8,1.21537992635451,7.1,3.8095068294174,3727,670,22,46,10,12,164,121,0,12,0,12,0,12,0,12,0,12,120,152,83,100,37,53,2880590.140625,7024.90266842505,Brook Park city,09288
164,39035138109,4143908,6924,Census Tract 1381.09,Ohio,Cuyahoga County,4263,386,3424,384,223,147,5,14,199,164,0,12,0,12,286,202,126,80,80.3,5.31493355325158,5.2,3.41559043304819,0.1,0.328235464111518,4.7,3.8237656318266,0,0.281491907107671,0,0.281491907107671,6.7,4.69934727615672,3,1.85743155233563,4137,399,10,17,276,203,25,39,0,12,0,12,0,12,0,12,58,62,43,39,43,39,0,12,7385444.1484375,13640.0428569593,Brook Park city,09288
165,39035138110,2085542,0,Census Tract 1381.10,Ohio,Cuyahoga County,4026,407,3209,343,11,25,0,12,344,342,0,12,0,12,141,195,321,164,79.7,2.76691083478038,0.3,0.620349128225103,0,0.29806259314456,8.5,8.45075323586911,0,0.29806259314456,0,0.29806259314456,3.5,4.83055960232257,8,3.99298083049022,3705,405,7,11,134,195,19,21,0,12,0,12,0,12,27,43,142,164,133,132,84,118,49,63,3709169.1953125,10283.5347719794,Brook Park city,09288
166,39035140100,874582,0,Census Tract 1401,Ohio,Cuyahoga County,1542,263,390,184,1078,222,0,12,0,12,0,12,0,12,43,38,31,36,25.3,11.1255436271768,69.9,8.06840717561814,0,0.778210116731518,0,0.778210116731518,0,0.778210116731518,0,0.778210116731518,2.8,2.41799976156873,2,2.30931345557435,1511,260,0,12,43,38,0,12,10,15,0,12,0,12,0,12,0,12,21,33,21,33,0,12,1562368.81640625,5230.20277558764,Cleveland Heights city,16014
167,39035140301,722898,0,Census Tract 1403.01,Ohio,Cuyahoga County,1959,263,88,42,1831,260,0,12,0,12,0,12,0,12,40,48,0,12,4.5,2.05738411365477,93.5,4.32379742705217,0,0.612557427258806,0,0.612557427258806,0,0.612557427258806,0,0.612557427258806,2,2.43484737227996,0,0.612557427258806,1959,263,3,10,37,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1291125.55078125,5139.99005484956,Cleveland Heights city,16014
168,39035140302,961023,0,Census Tract 1403.02,Ohio,Cuyahoga County,2287,458,595,153,1502,430,0,12,54,68,35,35,0,12,26,29,75,102,26,4.19645987710194,65.7,13.4360802450488,0,0.524704853519895,2.4,2.93548730192055,1.5,1.49938700402536,0,0.524704853519895,1.1,1.2474307008956,3.3,4.41137310734617,2212,463,0,12,26,29,74,101,0,12,0,12,0,12,0,12,0,12,1,10,1,10,0,12,1716175.3515625,6362.35745054696,Cleveland Heights city,16014
169,39035140400,1156529,0,Census Tract 1404,Ohio,Cuyahoga County,3692,566,1411,400,1788,630,0,12,378,385,0,12,0,12,115,112,0,12,38.2,9.11336031330386,48.4,15.3641114875511,0,0.325027085590466,10.2,10.3091509172933,0,0.325027085590466,0,0.325027085590466,3.1,2.99576704434882,0,0.325027085590466,3692,566,0,12,115,112,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2065164.1953125,6353.34413188117,Cleveland Heights city,16014
170,39035140500,1275106,0,Census Tract 1405,Ohio,Cuyahoga County,3161,519,1133,345,1699,474,0,12,93,127,0,12,0,12,146,153,90,85,35.8,9.19172043469479,53.7,12.123452575414,0,0.379626700411262,2.9,3.98857041256876,0,0.379626700411262,0,0.379626700411262,4.6,4.7804632250159,2.8,2.64807598460931,3071,516,0,12,146,153,0,12,39,62,0,12,0,12,0,12,8,18,43,46,43,46,0,12,2277318.6015625,7512.81211149583,Cleveland Heights city,16014
171,39035140600,556767,0,Census Tract 1406,Ohio,Cuyahoga County,1144,207,622,168,398,170,0,12,6,9,0,12,0,12,55,59,63,64,54.4,10.9028158302115,34.8,13.460895344439,0,1.04895104895105,0.5,0.78096840345461,0,1.04895104895105,0,1.04895104895105,4.8,5.08344535305836,5.5,5.50494742072952,1081,222,25,36,30,46,27,25,32,41,0,12,0,12,0,12,0,12,4,6,0,12,4,6,993643.2109375,5597.84146722498,Cleveland Heights city,16014
172,39035140701,1058287,0,Census Tract 1407.01,Ohio,Cuyahoga County,2476,464,530,153,1844,432,0,12,0,12,0,12,10,15,47,39,45,38,21.4,4.70031233774633,74.5,10.4704459955472,0,0.484652665589661,0,0.484652665589661,0,0.484652665589661,0.4,0.601069398195123,1.9,1.53442702795183,1.8,1.49646470657581,2431,456,0,12,47,39,10,16,0,12,0,12,0,12,0,12,13,20,22,38,22,38,0,12,1889018.31640625,5696.70352865386,Cleveland Heights city,16014
173,39035140702,669112,0,Census Tract 1407.02,Ohio,Cuyahoga County,2186,943,392,111,1716,959,0,12,51,66,0,12,0,12,3,6,24,34,17.9,9.25333341014937,78.5,27.8902186536504,0,0.548947849954254,2.3,2.84653408084232,0,0.548947849954254,0,0.548947849954254,0.1,0.268013281678531,1.1,1.48148990875202,2162,945,0,12,3,6,24,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1194025.3671875,4464.36514837321,Cleveland Heights city,16014
174,39035140800,1900625,0,Census Tract 1408,Ohio,Cuyahoga County,3826,538,2281,496,956,209,0,12,440,249,0,12,21,25,38,60,90,86,59.6,9.8885256494989,25,4.18270199865376,0,0.313643491897543,11.5,6.30398977685793,0,0.313643491897543,0.5,0.648849679469396,1,1.56198615039969,2.4,2.2233070756305,3736,540,0,12,38,60,11,18,13,20,0,12,0,12,0,12,11,18,55,74,55,74,0,12,3392730.0703125,7445.85133246045,Cleveland Heights city,16014
175,39035140900,686813,0,Census Tract 1409,Ohio,Cuyahoga County,2180,249,596,146,1304,201,0,12,42,50,0,12,0,12,66,46,172,180,27.3,5.92467431467432,59.8,6.19129227549517,0,0.55045871559633,1.9,2.28299688382942,0,0.55045871559633,0,0.55045871559633,3,2.08156349943755,7.9,8.20755395122982,2008,259,12,22,54,41,107,137,18,27,0,12,0,12,0,12,0,12,47,74,47,74,0,12,1225679.95703125,5351.44941295475,Cleveland Heights city,16014
176,39035141000,806905,0,Census Tract 1410,Ohio,Cuyahoga County,884,290,172,53,620,274,0,12,36,45,0,12,16,26,7,9,33,29,19.5,8.75716056461167,70.1,20.768632178404,0,1.35746606334842,4.1,4.91206244209571,0,1.35746606334842,1.8,2.88061868574592,0.8,0.984401063915557,3.7,3.04339059097448,851,285,0,12,7,9,24,27,9,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1440273.15625,5891.77593517184,Cleveland Heights city,16014
177,39035141100,1063951,0,Census Tract 1411,Ohio,Cuyahoga County,3586,464,2006,441,632,412,28,34,652,275,0,12,0,12,146,100,122,122,55.9,9.94210731703991,17.6,11.2605360406255,0.8,0.942733405796372,18.2,7.29893762049039,0,0.334634690462911,0,0.334634690462911,4.1,2.73841030775548,3.4,3.37351947154003,3464,468,86,97,60,49,39,48,0,12,8,16,0,12,0,12,75,113,0,12,0,12,0,12,1898801.61328125,8688.59351959996,Cleveland Heights city,16014
178,39035141200,1347695,0,Census Tract 1412,Ohio,Cuyahoga County,2962,446,2136,503,399,251,8,13,263,130,0,12,41,47,76,53,39,60,72.1,13.0566282807002,13.5,8.22767527401991,0.3,0.437004403495829,8.9,4.18033440656281,0,0.405131667792032,1.4,1.57301768684062,2.6,1.74712414581999,1.3,2.01593296476451,2923,445,0,12,76,53,0,12,0,12,0,12,0,12,0,12,39,60,0,12,0,12,0,12,2404889.90234375,7537.21047522637,Cleveland Heights city,16014
179,39035141300,1518785,34045,Census Tract 1413,Ohio,Cuyahoga County,2796,380,1910,258,231,128,0,12,202,72,0,12,202,304,80,41,171,63,68.3,13.0897591431591,8.3,4.43813098223903,0,0.429184549356223,7.2,2.38056283361695,0,0.429184549356223,7.2,10.8282486542339,2.9,1.41387964004256,6.1,2.09430236933294,2625,381,0,12,80,41,68,43,0,12,0,12,7,17,0,12,12,13,84,45,49,35,35,31,2770155.70703125,9329.04837643137,Cleveland Heights city,16014
180,39035141400,1509027,0,Census Tract 1414,Ohio,Cuyahoga County,2520,211,2066,228,190,88,0,12,22,18,0,12,5,7,128,78,109,96,82,5.89384819734423,7.5,3.43452605722298,0,0.476190476190476,0.9,0.710535572271615,0,0.476190476190476,0.2,0.27728053997232,5.1,3.06588032070379,4.3,3.79226941630991,2411,210,39,48,89,64,24,18,0,12,0,12,0,12,0,12,68,86,17,22,17,22,0,12,2692153.8046875,7833.15673558276,Cleveland Heights city,16014
181,39035141500,964052,1705,Census Tract 1415,Ohio,Cuyahoga County,1581,195,1121,198,368,138,0,12,20,18,0,12,39,60,10,11,23,29,70.9,8.9645214904928,23.3,8.24301451696413,0,0.759013282732448,1.3,1.12777793404317,0,0.759013282732448,2.5,3.78285063626965,0.6,0.691374622085015,1.5,1.82548490983168,1558,199,8,10,2,4,23,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1722701.07421875,6986.8699498506,Cleveland Heights city,16014
182,39035141601,939739,11203,Census Tract 1416.01,Ohio,Cuyahoga County,1399,185,1181,179,95,62,0,12,50,39,0,12,0,12,68,58,5,7,84.4,6.2524139842842,6.8,4.33980984121385,0,0.857755539671194,3.6,2.74735113704853,0,0.857755539671194,0,0.857755539671194,4.9,4.09569005669792,0.4,0.498120355748374,1394,185,0,12,68,58,0,12,0,12,0,12,0,12,0,12,0,12,5,7,0,12,5,7,1696129.58203125,6628.15761929883,Cleveland Heights city,16014
183,39035141602,520524,0,Census Tract 1416.02,Ohio,Cuyahoga County,1613,309,534,93,869,309,2,3,52,35,0,12,0,12,147,117,9,15,33.1,8.57115004909333,53.9,16.1390178155381,0.1,0.184465824858544,3.2,2.08012743921041,0,0.743955362678239,0,0.743955362678239,9.1,7.04032724723553,0.6,0.9237808197861,1604,310,0,12,147,117,0,12,5,8,0,12,0,12,0,12,4,7,0,12,0,12,0,12,928689.4609375,3874.75315366475,Cleveland Heights city,16014
184,39035141700,780674,0,Census Tract 1417,Ohio,Cuyahoga County,1400,182,1140,172,72,48,0,12,32,28,12,18,17,25,50,35,77,59,81.4,6.23549745982055,5.1,3.36275397341439,0,0.857142857142857,2.3,1.97780335788192,0.9,1.28087661308933,1.2,1.77872331537343,3.6,2.45650946985966,5.5,4.15318902551192,1323,164,0,12,50,35,40,51,0,12,0,12,0,12,0,12,8,12,29,34,29,34,0,12,1392495.86328125,6157.88150539727,Cleveland Heights city,16014
185,39035150100,877823,0,Census Tract 1501,Ohio,Cuyahoga County,1617,339,19,20,1576,341,2,5,0,12,0,12,0,12,0,12,20,22,1.2,1.21207909177944,97.5,5.2160745053584,0.1,0.308125426924008,0,0.742115027829314,0,0.742115027829314,0,0.742115027829314,0,0.742115027829314,1.2,1.33560543136391,1597,339,0,12,0,12,0,12,0,12,0,12,9,14,0,12,11,17,0,12,0,12,0,12,1568247.140625,5629.59020292524,East Cleveland city,23380
186,39035150300,539598,0,Census Tract 1503,Ohio,Cuyahoga County,1020,552,79,74,893,524,0,12,0,12,0,12,0,12,48,60,0,12,7.7,5.92158974541849,87.5,19.857609847254,0,1.17647058823529,0,1.17647058823529,0,1.17647058823529,0,1.17647058823529,4.7,5.3024833827919,0,1.17647058823529,1020,552,0,12,48,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,963780.6875,4787.48971361001,East Cleveland city,23380
187,39035150400,421611,0,Census Tract 1504,Ohio,Cuyahoga County,920,452,160,201,760,281,0,12,0,12,0,12,0,12,0,12,0,12,17.4,20.1077182394255,82.6,50.7949641297023,0,1.30434782608696,0,1.30434782608696,0,1.30434782608696,0,1.30434782608696,0,1.30434782608696,0,1.30434782608696,920,452,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,753089.01953125,3771.64665640572,East Cleveland city,23380
188,39035151200,818940,679,Census Tract 1512,Ohio,Cuyahoga County,1685,271,140,138,1480,249,0,12,0,12,0,12,14,22,41,35,10,22,8.3,8.08016071726086,87.8,4.3379803549817,0,0.712166172106825,0,0.712166172106825,0,0.712166172106825,0.8,1.29878177314098,2.4,2.03995375226737,0.6,1.30214442699803,1675,273,18,29,23,23,10,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1464204.0546875,6754.85258617219,East Cleveland city,23380
189,39035151300,1414338,18728,Census Tract 1513,Ohio,Cuyahoga County,1731,412,268,114,1386,420,13,15,20,23,0,12,0,12,6,9,38,67,15.5,5.45832960543817,80.1,15.0174952924651,0.8,0.847914639655099,1.2,1.29994219919714,0,0.693240901213172,0,0.693240901213172,0.3,0.513343594267105,2.2,3.83516612020626,1693,426,0,12,6,9,25,44,0,12,0,12,0,12,0,12,0,12,13,23,0,12,13,23,2559131.8359375,7140.11180535625,East Cleveland city,23380
190,39035151500,663975,0,Census Tract 1515,Ohio,Cuyahoga County,1034,207,143,94,759,227,15,23,75,47,6,11,25,31,0,12,11,19,13.8,8.65905898084622,73.4,16.3099703067403,1.5,2.2053313941825,7.3,4.30727533589564,0.6,1.05746829006393,2.4,2.95873562941812,0,1.1605415860735,1.1,1.8251405830647,1023,211,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,19,0,12,0,12,0,12,1185643.8125,5253.46766100691,East Cleveland city,23380
191,39035151600,881790,0,Census Tract 1516,Ohio,Cuyahoga County,1612,424,139,129,1314,416,0,12,69,67,0,12,0,12,49,57,41,39,8.6,7.67435378226968,81.5,14.362655357758,0,0.744416873449132,4.3,4.0009367766221,0,0.744416873449132,0,0.744416873449132,3,3.44440356757604,2.5,2.32502262140209,1571,419,0,12,49,57,11,15,9,27,0,12,0,12,0,12,0,12,21,20,21,20,0,12,1574233.33203125,5444.79343349452,East Cleveland city,23380
192,39035151700,493920,0,Census Tract 1517,Ohio,Cuyahoga County,1287,545,24,14,1221,544,0,12,9,15,0,12,0,12,33,33,0,12,1.9,0.748143106435503,94.9,13.1388905483397,0,0.932400932400932,0.7,1.12725338200857,0,0.932400932400932,0,0.932400932400932,2.6,2.32285196614045,0,0.932400932400932,1287,545,0,12,33,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,881786.6640625,4021.786555595,East Cleveland city,23380
193,39035151800,590878,0,Census Tract 1518,Ohio,Cuyahoga County,1426,440,24,24,1303,435,4,7,0,12,0,12,5,8,78,117,12,16,1.7,1.60090834277687,91.4,11.6465832201393,0.3,0.483193099200509,0,0.841514726507714,0,0.841514726507714,0.4,0.550478998328913,5.5,8.02930420292081,0.8,1.09156214099813,1414,438,0,12,78,117,0,12,0,12,0,12,0,12,0,12,0,12,12,16,12,16,0,12,1055079.7109375,5107.42892558149,East Cleveland city,23380
194,39035152101,1065626,740710,Census Tract 1521.01,Ohio,Cuyahoga County,2282,395,1438,357,798,344,0,12,0,12,0,12,0,12,46,40,0,12,63,11.2145815522329,35,13.8058666605293,0,0.525854513584575,0,0.525854513584575,0,0.525854513584575,0,0.525854513584575,2,1.71776992487186,0,0.525854513584575,2282,395,0,12,46,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1907422.60546875,7316.1430993139,Euclid city,25704
195,39035152102,1426549,0,Census Tract 1521.02,Ohio,Cuyahoga County,5077,648,1578,278,2738,520,0,17,70,85,0,17,0,17,553,591,138,176,31.1,3.7743246386688,53.9,7.58451174700359,0,0.334843411463463,1.4,1.66494277674354,0,0.334843411463463,0,0.334843411463463,10.9,11.5574186669403,2.7,3.44921068432648,4939,698,10,18,543,591,80,104,0,17,0,17,0,17,0,17,0,17,58,73,0,17,58,73,2553134.6328125,7727.51230885063,Euclid city,25704
196,39035152201,762887,630533,Census Tract 1522.01,Ohio,Cuyahoga County,3817,579,689,173,2984,605,8,14,0,12,0,12,0,12,122,79,14,22,18.1,3.61177364767391,78.2,10.5166965039872,0.2,0.365399712163736,0,0.314383023316741,0,0.314383023316741,0,0.314383023316741,3.2,2.01209947582736,0.4,0.573677283720802,3803,578,48,61,74,56,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1365954.84765625,6589.88939211871,Euclid city,25704
197,39035152202,2208456,17330,Census Tract 1522.02,Ohio,Cuyahoga County,4393,509,1110,374,3095,509,0,12,0,12,0,12,41,61,136,93,11,19,25.3,7.9943313178254,70.5,8.22272261253782,0,0.273161848395174,0,0.273161848395174,0,0.273161848395174,0.9,1.38435557180658,3.1,2.08639399432336,0.3,0.431532071203417,4382,510,0,12,136,93,0,12,0,12,0,12,0,12,0,12,0,12,11,19,0,12,11,19,3984382.18359375,8583.6871131897,Euclid city,25704
198,39035152301,626372,707591,Census Tract 1523.01,Ohio,Cuyahoga County,2130,411,860,234,1093,338,0,12,8,12,0,12,0,12,61,39,108,102,40.4,7.74558268416494,51.3,12.4004112643985,0,0.563380281690141,0.4,0.558699466657863,0,0.563380281690141,0,0.563380281690141,2.9,1.74560604252257,5.1,4.6877218125418,2022,400,34,21,27,32,18,20,6,10,0,12,0,12,0,12,1,4,83,100,64,97,19,30,1121865.4375,6631.3051842561,Euclid city,25704
199,39035152302,1700415,0,Census Tract 1523.02,Ohio,Cuyahoga County,3906,681,1537,236,2126,656,0,12,73,60,0,12,0,12,101,96,69,63,39.3,9.14178441115723,54.4,13.8567467342521,0,0.307219662058372,1.9,1.50114149129556,0,0.307219662058372,0,0.307219662058372,2.6,2.41605701012535,1.8,1.58322490893875,3837,683,17,18,84,95,31,41,0,12,0,12,0,12,0,12,38,45,0,12,0,12,0,12,3044938.70703125,7806.0108431581,Euclid city,25704
200,39035152303,3381849,35866,Census Tract 1523.03,Ohio,Cuyahoga County,4475,531,1596,374,2693,499,0,12,28,28,0,12,0,12,132,147,26,38,35.7,7.20687447827026,60.2,8.56449941937371,0,0.268156424581006,0.6,0.621277789241981,0,0.268156424581006,0,0.268156424581006,2.9,3.26621590909672,0.6,0.846358770005889,4449,532,77,119,55,81,3,11,23,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6117518.3671875,11955.0934802975,Euclid city,25704
201,39035152400,613930,0,Census Tract 1524,Ohio,Cuyahoga County,2049,458,500,91,1440,458,0,12,32,51,0,12,29,37,9,15,39,42,24.4,7.03386686132497,70.3,15.9015951496718,0,0.585651537335286,1.6,2.46441782484099,0,0.585651537335286,1.4,1.77783084268718,0.4,0.725450865861777,1.9,2.00514185870114,2010,460,0,12,9,15,17,25,0,12,0,12,0,12,0,12,0,12,22,35,22,35,0,12,1098501.56640625,4146.30104199784,Euclid city,25704
202,39035152501,1396407,0,Census Tract 1525.01,Ohio,Cuyahoga County,4052,601,1047,203,2847,554,0,12,4,10,0,12,0,12,80,119,74,93,25.8,3.22656938309496,70.3,8.8502334773284,0,0.296150049358342,0.1,0.246356984121661,0,0.296150049358342,0,0.296150049358342,2,2.92218516131651,1.8,2.27912262380833,3978,609,0,12,80,119,3,28,18,30,0,12,0,12,0,12,53,86,0,12,0,12,0,12,2498376.15625,6471.32465338278,Euclid city,25704
203,39035152502,3592112,0,Census Tract 1525.02,Ohio,Cuyahoga County,2449,400,862,222,1570,437,11,13,0,12,0,12,0,12,0,12,6,12,35.2,7.00872695201602,64.1,14.448882625922,0.4,0.525734962360364,0,0.489995916700694,0,0.489995916700694,0,0.489995916700694,0,0.489995916700694,0.2,0.488359210160838,2443,401,0,12,0,12,6,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6426625.75,14141.2525742866,Euclid city,25704
